Том,№,Субъект,,,Карта 69,Карта 70,Карта 71,Карта 72,Карта 73,Карта 74,Карта 75,Карта 76,Карта 77,Карта 78,Карта 79,Карта 80,Карта 81,Карта 82,Карта 83,Карта 84,Карта 85,Карта 87,Карта 88,Карта 89,Карта 90,Карта 91,Карта 92,Карта 93,Карта 94,Карта 95,Карта 96,Карта 97,Карта 98,Карта 99,Карта 100,Карта 101,Карта 102,Карта 103,Карта104,Карта 105,Карта 106,Карта 107,Карта 108,Карта 109,Карта 110,Карта 111,Карта 112,Карта 113,Карта 114,Карта 115,Карта 116,Карта 117,Карта 118
1,95,16,с,Бакрче,1,1,13,2,1,1,1,1,8,2,8,1,1,6,2,2,1,2,8,1,1,8,7,1,7,1,2,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,7,1,1,1,1
1,99,16,д,Бик-Утеево,1,1,1,1,1,1,1,1,1,2,8,1,7,6,2,2,2,2,1,1,1,8,7,1,7,1,1,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,1,1,1,1,1
1,105,16,с,Верхние Лащи,1,1,10,1,1,1,1,1,1,2,1,1,8,6,2,2,2,2,1,1,1,8,1,1,7,1,1,1,1,1,1,2,1,2,1,1,7,1,2,1,7,1,1,1,1,1,1,1,1
1,160,16,с,Нижний Шандер,1,1,1,1,1,1,1,1,6,1,1,1,7,1,6,1,1,2,8,7,8,1,8,1,8,1,2,1,8,1,2,8,3,2,1,1,6,1,1,8,1,1,1,2,8,1,2,1,1
1,161,16,с,Куюк Ерыкса,1,1,1,1,1,1,1,1,6,8,1,1,7,1,6,1,1,2,1,7,8,1,8,1,7,1,2,1,8,1,2,1,3,2,1,1,6,1,1,8,1,1,1,2,8,2,2,1,1
1,163,16,с,Крещеный Пакшин,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,2,1,1,1,1,1,1,7,1,2,1,1,1,2,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1
1,162,16,с,Верхняя Ошма,1,1,1,1,1,1,1,1,1,1,1,1,7,1,6,1,1,2,1,1,8,1,8,1,7,1,2,1,1,1,2,1,3,2,1,1,1,1,1,8,8,1,1,2,8,7,2,1,1
1,159,16,с,Нижний Таканыш,1,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,2,8,1,8,1,8,1,8,1,2,1,8,1,2,1,3,2,1,1,6,1,1,8,8,1,1,2,8,1,2,1,1
1,162а,16,с,Средние Кирмени,1,1,1,1,1,1,1,1,6,1,2,1,1,6,6,1,1,2,1,7,1,1,1,1,7,1,2,1,2,1,2,1,3,2,1,1,1,1,1,2,2,1,1,1,8,2,2,1,1
1,164,16,с,Уразбахты// Татарский Омар,1,1,1,1,1,1,1,1,6,1,2,1,1,2,6,1,1,2,1,1,1,1,8,8,7,1,2,1,2,1,2,1,3,2,1,1,1,1,1,8,8,1,1,1,8,2,2,1,1
1,143,16,д,Тяберлины Челны,1,1,1,1,1,1,1,1,6,1,1,1,7,6,3,1,1,2,1,1,8,1,1,8,8,1,2,1,1,1,2,1,3,2,1,1,1,1,1,8,7,1,1,2,8,1,2,1,1
1,136,16,с,Янцевары,1,8,1,1,1,1,1,1,6,8,1,1,7,6,6,1,1,2,1,1,8,1,7,1,8,1,2,1,1,1,2,1,3,2,2,1,6,1,1,8,2,1,1,1,7,2,1,1,1
1,129,16,c,Большие Кибя-Кози,1,1,1,1,1,1,1,1,6,8,2,1,1,3,6,1,1,2,1,1,8,1,7,1,8,1,2,1,1,1,3,1,3,2,1,1,6,1,1,8,8,1,1,7,8,1,2,1,1
1,132,16,c,Кукча,1,1,1,1,1,1,1,1,6,8,1,1,1,2,3,1,1,2,1,7,8,1,7,1,8,1,2,1,1,1,1,1,3,2,1,1,6,1,1,8,2,1,1,1,7,1,2,1,1
1,134,16,с,Ишкеево,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,8,1,8,1,8,1,8,1,2,1,8,1,2,1,3,2,1,1,6,1,1,8,8,1,1,2,8,1,2,1,1
1,140,16,с,Верхняя Сунь,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,2,1,1,8,1,8,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,8,1,1,1,1,1,2,1,1
1,144,16,с,Нижняя Сунь,1,1,1,1,1,1,1,1,6,1,1,1,7,6,6,1,1,2,1,1,1,1,1,1,8,1,2,1,8,1,2,1,3,2,1,1,1,1,1,8,8,1,1,2,8,1,2,1,1
1,54,16,с,Ятмас Дусай,1,1,1,1,1,1,1,1,1,1,1,1,7,1,6,1,1,2,1,1,8,1,8,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,8,1,1,2,8,1,2,1,1
1,131,16,с,Татарская Икшурма,1,1,1,1,1,1,1,1,6,8,2,1,1,3,6,1,1,2,1,7,8,1,8,1,8,1,2,1,8,1,2,1,3,2,1,1,6,1,1,8,7,1,1,1,8,2,2,1,1
1,138,16,с,Албай,1,1,1,1,1,1,1,1,6,8,8,1,2,6,6,1,1,2,1,1,8,1,1,2,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,7,1,1,2,8,1,1,1,1
1,135,16,с,Тюбяк,1,1,1,1,1,1,1,1,1,1,2,1,7,6,6,1,1,2,1,1,8,1,8,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,7,1,1,1,8,2,2,1,1
1,139,16,с,Шеморбаш,1,1,1,1,1,1,1,1,6,1,1,1,2,6,2,1,1,2,1,1,8,1,1,2,8,1,2,1,1,1,2,1,3,2,2,1,1,1,1,2,2,1,1,1,8,2,1,1,1
1,142,16,с,Козяково-Челны,1,1,1,1,1,1,1,1,6,1,1,1,2,6,2,1,1,2,1,1,8,1,1,2,8,1,2,1,1,1,2,1,3,2,1,1,1,1,1,2,2,1,1,1,8,1,1,1,1
1,43,16,с,Ядыгерь,1,1,1,1,1,1,1,1,6,1,1,1,1,3,6,1,1,2,1,1,8,1,2,1,8,1,2,1,8,1,3,1,3,2,1,1,2,1,1,2,7,1,1,2,8,1,2,1,1
1,130,16,с,Сатышево,1,1,1,1,1,1,1,1,6,8,1,1,1,1,6,1,1,2,1,1,8,1,7,1,8,1,2,1,8,1,2,1,3,2,1,1,6,1,1,2,2,1,1,1,8,2,2,1,1
1,133,16,c,Баландыш,1,1,1,1,1,1,1,1,6,8,2,1,1,3,6,1,1,2,1,1,8,1,8,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,2,2,1,1,1,7,2,2,1,1
1,137,16,c,Субаш,1,1,1,1,1,1,1,1,1,8,2,1,7,3,6,1,1,2,1,1,8,1,8,1,8,1,2,1,1,1,2,1,3,2,1,1,6,1,1,8,7,1,1,1,7,1,1,1,1
1,141,16,с,Новый Арыш,1,1,1,1,1,1,1,1,2,1,1,1,7,6,6,1,1,2,1,1,8,1,8,1,8,1,2,1,8,1,2,1,3,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1
1,243,16,с,Новое Узеево,1,1,10,1,1,1,1,1,8,1,1,1,6,6,2,1,2,8,1,1,1,8,1,1,7,3,1,1,1,1,1,1,11,8,1,1,7,3,2,1,7,2,2,1,7,1,1,1,1
1,151,16,,Тубулга,1,1,10,1,1,2,1,1,1,1,1,1,6,6,2,1,2,8,1,1,1,8,1,1,7,1,1,1,1,1,1,1,11,1,1,1,7,2,2,1,7,2,1,1,1,2,1,1,1
1,156,16,с,Татарский Елтан,1,1,10,1,1,2,1,1,1,1,1,1,6,6,2,2,2,8,1,1,1,8,1,1,8,3,8,2,1,1,1,1,11,1,1,1,7,2,2,1,7,7,2,1,1,1,1,1,1
1,234,16,с,Старая Киреметь,1,1,10,1,1,2,1,1,1,1,1,1,3,6,2,1,2,8,1,1,1,8,1,1,7,3,1,8,1,1,1,1,11,1,1,1,7,2,2,2,2,2,2,1,7,1,1,1,1
1,238,16,с,Новое Демкино,1,1,10,1,1,1,1,1,1,1,1,1,6,6,2,1,2,8,1,1,1,8,1,1,7,8,8,1,1,1,1,1,11,1,1,1,7,8,2,1,7,2,2,1,1,1,1,1,1
1,242,16,с,Сунчелеево,1,1,10,1,1,1,1,1,1,1,1,1,6,6,6,1,2,8,1,1,1,1,1,1,7,1,8,8,1,1,1,8,11,1,1,1,7,8,1,1,7,2,1,1,7,1,1,1,1
1,152,16,с,Муслюмкино,1,1,10,1,1,2,1,1,8,1,1,1,6,6,2,2,2,1,1,1,1,8,1,1,7,3,1,2,1,1,1,1,11,1,1,1,7,2,2,1,7,2,2,1,1,2,1,1,1
1,155,16,с,Акбулатово,1,1,10,1,1,1,1,1,8,1,1,1,6,6,2,1,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,2,1,1,7,8,1,2,2,2,1,1,1,2,1,1,1
1,158,16,,Ст.Татар. Адам,1,1,10,1,1,2,1,1,8,1,1,1,3,6,2,2,2,8,1,1,1,8,1,1,7,3,1,1,1,1,1,1,11,1,1,1,7,2,2,2,2,2,2,1,1,2,1,1,1
1,157,16,с,Верхняя Татарская Майна,1,1,10,1,1,1,1,1,1,1,1,1,6,6,1,2,2,8,1,1,1,8,1,1,7,8,8,2,1,1,1,1,11,8,1,1,7,2,2,1,8,1,1,1,1,1,1,1,1
1,237,16,с,Новая Амзя,1,1,10,1,1,2,1,1,8,1,1,1,6,6,2,1,2,8,1,1,1,8,1,1,7,3,8,8,1,1,1,1,11,8,1,1,7,3,2,1,7,7,1,1,1,2,1,1,1
1,148,16,с,Степная Шентала,1,1,10,1,1,1,1,1,8,1,1,1,3,6,2,2,2,8,1,1,1,1,8,1,8,1,8,2,1,1,1,1,11,1,1,1,7,8,1,1,8,7,1,1,7,2,1,1,1
1,150,16,с,Кутлушкино,1,1,10,1,1,2,1,1,8,1,1,1,6,6,2,1,1,1,1,1,1,8,1,1,7,3,1,2,1,1,1,1,11,1,1,1,7,2,2,1,7,2,2,1,1,1,1,1,1
1,236,16,с,Кульбаево-Мараса,1,1,10,1,1,1,1,1,1,1,1,1,6,6,2,2,2,8,1,1,1,8,1,1,7,3,1,1,1,1,1,1,11,1,1,1,7,3,2,1,7,1,1,1,1,2,1,1,1
1,241,16,с,Кичкальня,1,1,10,1,1,1,1,1,8,1,1,1,6,6,2,1,2,1,1,1,1,8,1,1,7,1,8,8,1,1,1,2,11,8,1,1,7,8,2,1,2,7,1,1,8,1,1,1,1
